FeatureNum	ProbeName	GeneSymbol
29053	A_55_P1974148	Gm13769
29054	A_51_P238009	Loxhd1
29055	ERCC-00023_60	
29056	A_52_P290021	Memo1
29057	A_55_P2050622	Sh3d19
29058	A_55_P2078276	Ctag2
29059	A_55_P1976037	A430089I19Rik
29060	A_55_P2102941	Olfr351
29061	A_30_P01018413	
29062	A_55_P2079659	Dnase2b
29063	A_52_P154833	Ankrd49
29064	A_55_P1959385	
29065	A_30_P01033080	
29066	A_55_P2046918	
29067	A_55_P2154105	
29068	A_55_P2132507	Bcl2l2
29069	A_30_P01023589	
29070	A_55_P1956513	Rhox4g
29071	A_55_P2180944	Tmco4
29072	A_51_P100309	Oprm1
29073	A_55_P2276091	Ppifos
29074	A_55_P2245467	4930452A19Rik
29075	A_30_P01017458	
29076	A_55_P1988789	Acss2
29077	ERCC-00013_180	
29078	A_55_P2037608	Acp5
29079	A_55_P2096010	
29080	A_30_P01026279	
29081	A_51_P112817	Cyp27a1
29082	A_52_P219966	Spg21
29083	A_51_P454190	Hecw2
29084	A_30_P01022723	
29085	A_30_P01028761	
29086	A_55_P2007768	Gm8709
29087	A_55_P2026639	Gm11564
29088	A_51_P411770	Nip7
29089	A_30_P01025580	
29090	A_55_P2243261	9530097N15Rik
29091	A_55_P2176292	
29092	A_30_P01023327	
29093	3xSLv1	
29094	A_55_P2038121	Rbx1
29095	A_30_P01033109	
29096	ERCC-00160_243	
29097	A_55_P2169994	
29098	A_51_P499169	Tram1
29099	A_51_P356568	Exd2
29100	A_55_P2112005	Tff1
29101	A_30_P01023287	
29102	A_30_P01023332	
29103	A_55_P2090652	Gm30378
29104	A_51_P114878	Ikbkap
29105	A_55_P2042863	
29106	A_55_P2112270	Gm6556
29107	A_55_P1955950	Gm8437
29108	A_66_P125212	Mapk1ip1l
29109	A_30_P01030171	
29110	A_30_P01023857	
29111	A_51_P194306	Lrrc1
29112	A_55_P2061809	Ndufc2
29113	A_55_P2074241	
29114	A_52_P659470	Rgs9bp
29115	A_55_P2074631	Cpeb1
29116	A_51_P111757	Asb1
29117	A_55_P2132845	
29118	A_30_P01029414	
29119	A_30_P01030846	
29120	A_51_P480202	Dlx2
29121	A_30_P01024322	
29122	A_66_P104661	LOC105245043
29123	A_66_P130444	Gm11541
29124	A_52_P214630	Sox9
29125	A_51_P126198	Dapk2
29126	A_30_P01019153	
29127	A_30_P01023269	
29128	A_51_P204702	Olfr493
29129	A_51_P365952	Trdmt1
29130	A_51_P123795	Zfp637
29131	A_52_P514279	Olfr318
29132	A_52_P156190	Ednra
29133	A_30_P01024309	
29134	A_55_P2303777	9530020I12Rik
29135	A_55_P2005410	
29136	A_52_P311031	Gm9757
29137	3xSLv1	
29138	A_30_P01029215	
29139	A_30_P01028214	
29140	A_55_P2167406	Zfp944
29141	A_51_P105161	Cpne4
29142	A_51_P100997	Serpinb3c
29143	A_52_P619851	4930518F22Rik
29144	A_55_P1983016	Rp9
29145	A_52_P42380	Tmem106c
29146	A_55_P2136036	
29147	A_30_P01023425	
29148	ERCC-00019_219	
29149	A_30_P01027925	
29150	A_30_P01022487	
29151	A_52_P374882	Lep
29152	ERCC-00147_344	
29153	A_55_P1996957	Vmn2r30
29154	A_55_P2157981	Cntn4
29155	A_55_P2040200	Lrba
29156	A_30_P01028725	
29157	A_66_P113490	Sh2b2
29158	3xSLv1	
29159	A_55_P2135153	Obp2a
29160	A_30_P01031903	
29161	A_30_P01029996	
29162	A_30_P01026141	
29163	A_30_P01019872	
29164	A_66_P106289	Vps54
29165	A_51_P356283	Fbxo31
29166	A_51_P122033	Olfr154
29167	A_55_P2014328	4930427A07Rik
29168	A_30_P01025338	
29169	A_30_P01033400	
29170	A_55_P2056293	Sf3b4
29171	A_66_P134441	Pcnx3
29172	A_51_P138772	Ddx27
29173	A_52_P523330	Tmem147
29174	ERCC-00012_90	
29175	A_66_P122290	Mettl8
29176	A_30_P01030875	
29177	A_51_P416059	Dirc2
29178	ERCC-00041_75	
29179	A_51_P116088	Rexo2
29180	A_55_P1969876	Morf4l2
29181	A_30_P01030877	
29182	A_55_P2169026	
29183	A_55_P1994913	Ppp2cb
29184	A_55_P2047788	Katnal1
29185	A_55_P2008081	Rhoa
29186	A_55_P2121543	Rps20
29187	A_52_P124472	Kcnd2
29188	A_51_P104077	Usp13
29189	A_55_P2014801	Vmn1r46
29190	A_30_P01033050	
29191	A_66_P101732	Col9a3
29192	ERCC-00062_278	
29193	A_55_P2046368	Mapkap1
29194	ERCC-00067_104	
29195	A_51_P346132	Rhox9
29196	A_55_P2131233	Ttc39a
29197	A_66_P113008	Pla2g2e
29198	A_55_P2223502	4930465K12Rik
29199	A_51_P352385	Ism1
29200	A_51_P226066	4930562A09Rik
29201	A_55_P2017759	Evi2a
29202	A_30_P01026263	
29203	A_66_P120555	Grik3
29204	A_30_P01030564	
29205	A_30_P01020285	
29206	A_55_P2020841	
29207	A_66_P116512	
29208	A_51_P108183	Tnmd
29209	A_30_P01032382	
29210	A_30_P01023151	
29211	A_51_P130427	Psmd3
29212	A_66_P124866	Dcdc2c
29213	A_55_P2135027	
29214	A_30_P01023596	
29215	A_55_P2141544	
29216	A_51_P368591	Tle6
29217	A_55_P2000034	Cryba4
29218	A_55_P2162324	Bmx
29219	A_55_P2184254	
29220	A_51_P112445	Wdr3
29221	ERCC-00099_60	
29222	A_30_P01030833	
29223	A_30_P01028219	
29224	A_51_P422625	Arl11
29225	A_55_P2103668	Zfp316
29226	A_30_P01019104	
29227	A_55_P2033580	Mmab
29228	A_51_P237585	Btnl9
29229	A_51_P100298	Stx3
29230	A_52_P90805	Lrrc15
29231	ERCC-00160_243	
29232	A_30_P01032888	
29233	A_55_P2082698	Gm10258
29234	A_52_P551974	Ffar1
29235	A_51_P389506	Fam220a
29236	A_55_P2007485	Prss27
29237	A_55_P2079535	Gm10839
29238	A_30_P01026679	
29239	A_30_P01025175	
29240	A_30_P01026818	
29241	A_51_P452153	Mzb1
29242	A_55_P2342537	Gm43358
29243	A_51_P337708	Ovgp1
29244	A_30_P01022094	
29245	A_55_P2033461	
29246	A_51_P392291	Pdk3
29247	A_55_P1972659	Spaca1
29248	A_51_P112174	Ahi1
29249	A_30_P01022280	
29250	A_30_P01032386	
29251	A_52_P327381	Fndc4
29252	A_55_P1994175	Ppil3
29253	A_30_P01029858	
29254	A_55_P1999945	Dlgap2
29255	A_51_P128397	Nr4a3
29256	A_51_P513568	Stx11
29257	A_30_P01021763	
29258	A_30_P01028463	
29259	A_55_P2058606	C130079G13Rik
29260	A_51_P363556	Abi2
29261	A_52_P277104	Bank1
29262	A_52_P372400	Gm45951
29263	A_55_P2022116	
29264	A_55_P2165191	Gm7420
29265	A_55_P2044468	Marf1
29266	A_30_P01022039	
29267	A_30_P01018435	
29268	A_30_P01019114	
29269	A_66_P126313	Rhof
29270	A_55_P2171177	Ttll13
29271	A_55_P2142008	
29272	A_52_P482251	Gjb6
29273	A_55_P2333061	Ankfn1
29274	A_55_P2053868	Olfr31
29275	A_30_P01019222	
29276	A_30_P01030752	
29277	A_51_P372099	Tarm1
29278	A_51_P132101	Olfr958
29279	A_30_P01017493	
29280	ERCC-00170_100	
29281	A_51_P113784	Prpf19
29282	ERCC-00017_150	
29283	A_55_P2054188	Sly
29284	A_55_P2100050	
29285	A_55_P2163795	Cd22
29286	A_65_P07196	
29287	A_55_P2143923	Slc13a2
29288	A_51_P149623	Gabrd
29289	A_52_P216539	Fbxw8
29290	A_55_P2065506	
29291	A_55_P2131300	Catsperb
29292	A_55_P2129291	Dclre1c
29293	A_55_P2105403	Nrxn3
29294	A_55_P2422204	Prkag2os1
29295	A_55_P2073288	Gm11468
29296	A_30_P01024431	
29297	A_30_P01022569	
29298	A_55_P2188797	7120432I05Rik
29299	A_55_P2112819	Gabrr3
29300	A_30_P01027401	
29301	A_51_P224445	Gpn3
29302	A_30_P01028408	
29303	A_30_P01030473	
29304	ERCC-00144_60	
29305	A_55_P2139087	Slc22a28
29306	A_55_P2002019	
29307	A_30_P01027161	
29308	3xSLv1	
29309	A_30_P01033333	
29310	A_30_P01021444	
29311	A_51_P286978	1700034O15Rik
29312	A_30_P01024147	
29313	A_66_P136102	Lefty2
29314	A_30_P01026482	
29315	A_55_P2115300	Zfp605
29316	A_55_P2157963	
29317	ERCC-00023_60	
29318	A_30_P01020442	
29319	A_55_P2147636	Gm36696
29320	A_55_P2167302	
29321	A_55_P1956097	Cyb5d2
29322	A_30_P01024267	
29323	A_51_P120093	Snx10
29324	A_55_P2302848	9430065F17Rik
29325	A_30_P01031029	
29326	A_51_P121891	Rac2
29327	A_30_P01030634	
29328	A_55_P2137206	Tgfbr1
29329	A_30_P01025848	
29330	A_55_P2404344	4933430N04Rik
29331	A_51_P506755	Tep1
29332	A_55_P2060445	Apopt1
29333	A_51_P423709	Fam84a
29334	A_55_P2037857	Svs2
29335	A_51_P324704	Mrpl16
29336	ERCC-00085_231	
29337	A_30_P01027700	
29338	A_51_P363729	Prg3
29339	A_55_P2129548	Gm10860
29340	ERCC-00150_127	
29341	A_55_P2221886	AW493563
29342	A_55_P1972648	Fam109b
29343	A_55_P1973254	Cmtm7
29344	A_55_P2041700	Hoxa11os
29345	A_66_P131517	Gm11681
29346	A_30_P01020487	
29347	ERCC-00051_60	
29348	ERCC-00024_60	
29349	A_30_P01020365	
29350	A_55_P2155996	
29351	A_55_P2095973	Cox17
29352	A_30_P01028358	
29353	A_55_P2192662	Lepr
29354	A_30_P01019084	
29355	A_55_P1984337	Emd
29356	A_55_P2103501	Ankrd29
29357	A_51_P267354	Lrfn3
29358	A_55_P2331844	
29359	A_51_P421664	Tmem123
29360	A_55_P2027609	Scgb3a2
29361	A_30_P01017863	
29362	A_52_P267106	Ksr2
29363	A_52_P621064	Nmt1
29364	A_51_P101196	Psme1
29365	A_30_P01020753	
29366	A_30_P01029801	
29367	A_51_P465843	Fhl5
29368	A_55_P2306453	6330571C24Rik
29369	A_30_P01022205	
29370	A_51_P455807	Ehd4
29371	A_55_P2186762	Rfpl4b
29372	A_30_P01031152	
29373	A_51_P345340	Upk3bl
29374	A_55_P2270137	Ccdc85c
29375	A_55_P2085355	Ccdc180
29376	A_55_P2102679	
29377	(+)E1A_r60_a97	
29378	A_55_P2147046	Tnfsfm13
29379	A_55_P2262141	5830487J09Rik
29380	A_55_P2093579	Hfm1
29381	A_55_P2030378	Frmd4a
29382	ERCC-00033_60	
29383	A_55_P2134082	Clip4
29384	A_55_P2043767	
29385	A_51_P485014	Hoxb1
29386	A_30_P01018440	
29387	A_51_P297441	Plcz1
29388	A_66_P135452	Clcnka
29389	A_30_P01029529	
29390	A_55_P1970349	Zim2
29391	A_55_P2332034	4933404K08Rik
29392	A_52_P527106	Arhgap12
29393	A_51_P162162	Inmt
29394	A_55_P1970771	
29395	A_51_P288746	Myo18b
29396	A_55_P2229351	Brwd3
29397	A_55_P2033906	Mrpl22
29398	A_30_P01020600	
29399	A_30_P01021987	
29400	A_55_P2003492	
29401	A_51_P112557	Polr1c
29402	A_30_P01026698	
29403	A_52_P77332	Ireb2
29404	A_55_P2129408	
29405	A_55_P1983373	Ampd3
29406	A_55_P2081616	Timeless
29407	A_55_P2059765	Foxf1
29408	A_51_P108190	Rpl23
29409	A_51_P383991	Sept4
29410	A_55_P2032009	
29411	A_30_P01027126	
29412	A_55_P2100228	
29413	A_55_P2027737	Il1rl1
29414	A_52_P424784	Clstn2
29415	A_55_P2110007	Gm20755
29416	A_30_P01028929	
29417	A_30_P01030720	
29418	A_30_P01021767	
29419	A_66_P126523	Phb2
29420	A_55_P2146789	
29421	A_30_P01023755	
29422	A_51_P103780	Sft2d2
29423	A_55_P2090299	1700034E13Rik
29424	A_55_P2051084	
29425	ERCC-00131_64	
29426	A_55_P2040873	Gm867
29427	A_30_P01029139	
29428	A_30_P01026907	
29429	A_55_P2045903	
29430	A_55_P2063776	
29431	A_51_P105017	Rad52
29432	A_55_P2104835	P2rx4
29433	A_30_P01027775	
29434	A_30_P01022801	
29435	A_55_P1953728	Nes
29436	A_55_P2330173	4930474G06Rik
29437	A_30_P01020508	
29438	A_52_P518233	Ndrg3
29439	A_51_P119429	Nckap1l
29440	A_55_P2060138	Cyp2a22
29441	A_55_P1999108	Defa1
29442	3xSLv1	
29443	A_51_P120066	9330151L19Rik
29444	A_51_P310307	4933428G20Rik
29445	A_55_P2148624	Gpr61
29446	ERCC-00071_128	
29447	A_55_P2171071	Tex13d
29448	A_51_P204913	Bag2
29449	A_30_P01029623	
29450	A_30_P01032183	
29451	A_30_P01019433	
29452	A_30_P01021669	
29453	A_55_P2097269	
29454	A_30_P01030394	
29455	A_51_P126835	Arl14ep
29456	A_30_P01022638	
29457	A_55_P1953968	Cdkl3
29458	A_51_P366138	Mertk
29459	A_55_P2020084	
29460	A_52_P679101	Tjp2
29461	A_55_P1981405	Gsk3a
29462	A_55_P1973016	Gm10417
29463	A_51_P286737	Ccl2
29464	A_52_P485850	Mgam
29465	A_66_P126485	Fam69a
29466	A_30_P01020548	
29467	A_55_P1982147	
29468	ERCC-00071_128	
29469	A_51_P246066	Slamf9
29470	A_30_P01019220	
29471	A_52_P137371	Hmgcr
29472	A_30_P01027787	
29473	A_30_P01023294	
29474	A_30_P01031777	
29475	A_55_P2248150	4930405A10Rik
29476	A_55_P1989234	Olfr1508
29477	A_51_P365516	Spink1
29478	A_51_P115229	Vmn1r81
29479	A_55_P2059318	Dgkz
29480	A_55_P2050453	Gml2
29481	A_51_P346445	Hspb7
29482	A_51_P509098	Asah1
29483	A_30_P01019028	
29484	A_51_P116431	Pigv
29485	A_51_P110672	Mst1r
29486	ERCC-00004_125	
29487	A_30_P01021634	
29488	A_30_P01030454	
29489	A_55_P2172779	
29490	A_30_P01031665	
29491	A_55_P2143946	Slc18a2
29492	A_51_P451516	Arhgef25
29493	A_55_P1966878	Rnaseh2a
29494	A_52_P110052	Ackr1
29495	A_55_P2003221	Gimap3
29496	A_55_P2006625	Icos
29497	A_51_P473170	Tnfsf4
29498	ERCC-00060_190	
29499	A_55_P2050178	
29500	A_55_P2079142	Fam124b
29501	A_52_P503334	Erlin2
29502	A_55_P1980883	Ephb6
29503	A_30_P01033396	
29504	A_51_P286737	Ccl2
29505	A_52_P423290	Gm5094
29506	A_55_P2036460	Synb
29507	A_30_P01030477	
29508	A_51_P189361	Osgin1
29509	A_55_P2063965	Gpld1
29510	A_55_P2025612	Psme2b
29511	A_30_P01030603	
29512	A_51_P106591	Celf3
29513	A_55_P2447154	Pcdhga5
29514	A_51_P204715	Chpt1
29515	A_51_P356366	Tcp11l1
29516	A_30_P01026448	
29517	A_55_P2430221	Fam35a
29518	A_52_P356128	Npffr2
29519	A_55_P2130219	Tpr
29520	A_30_P01018043	
29521	A_30_P01019424	
29522	A_55_P2023335	
29523	A_55_P2006955	Mageb5
29524	A_55_P2256830	
29525	A_30_P01031624	
29526	A_66_P120612	Vax2os
29527	A_51_P113205	F13b
29528	A_55_P2067952	
29529	A_55_P1992555	Gys2
29530	A_30_P01022761	
29531	A_55_P2148773	
29532	A_51_P235123	Nfkbie
29533	A_30_P01026832	
29534	A_55_P2140731	Gm10876
29535	A_30_P01025990	
29536	A_55_P2028517	
29537	A_55_P2072611	Marc1
29538	A_55_P2138529	Mrpl40
29539	A_51_P289279	Olfr1353
29540	A_51_P391445	Ifngr1
29541	A_55_P2158653	Cldn7
29542	A_51_P114616	Batf
29543	A_55_P2181176	Nipal3
29544	A_55_P2123481	
29545	ERCC-00104_60	
29546	A_55_P2234414	9330195I24Rik
29547	A_55_P2128042	
29548	A_55_P2387152	LOC102640241
29549	A_30_P01020789	
29550	A_52_P583155	Ykt6
29551	A_30_P01031914	
29552	A_30_P01033447	
29553	A_55_P2061273	Tbx6
29554	A_55_P2140592	Dmkn
29555	A_55_P2159869	Zfp59
29556	A_55_P2032823	Trim2
29557	A_51_P104718	Gpr12
29558	A_55_P2002889	Gm833
29559	A_55_P1963389	
29560	A_66_P135264	Ctag2
29561	A_55_P1972074	Vmn2r98
29562	A_30_P01029535	
29563	A_51_P392594	Prss39
29564	A_51_P371882	Ccdc71
29565	A_30_P01023262	
29566	A_52_P336290	Rap2a
29567	A_51_P171965	Sdhaf4
29568	A_30_P01027728	
29569	A_55_P2136776	Sult1b1
29570	A_55_P2211457	9430018G01Rik
29571	A_55_P2117813	Gm3474
29572	A_51_P467430	Dnah3
29573	A_30_P01020170	
29574	A_30_P01019279	
29575	ERCC-00097_63	
29576	A_30_P01030254	
29577	A_55_P1977382	Olfr891
29578	A_55_P2092661	Nup210
29579	A_30_P01025113	
29580	A_51_P286814	Ncor2
29581	A_55_P1986902	Med23
29582	A_51_P125691	Cdca4
29583	A_51_P274465	Sycp3
29584	A_30_P01020345	
29585	A_55_P2169010	Ndfip1
29586	A_55_P2204804	Dclk1
29587	A_30_P01024275	
29588	A_55_P2008136	Ctr9
29589	A_55_P2038928	
29590	A_55_P2134571	Zfp994
29591	A_52_P820196	Cxcl15
29592	ERCC-00131_64	
29593	(+)E1A_r60_n9	
29594	A_30_P01028425	
29595	A_51_P379710	Rpn1
29596	A_30_P01029124	
29597	A_51_P282508	Rhoc
29598	A_30_P01023173	
29599	A_30_P01018752	
29600	A_66_P137084	9930014A18Rik
29601	A_30_P01032480	
29602	A_51_P115601	
29603	A_55_P2011146	Reep1
29604	A_66_P120472	Pglyrp2
29605	A_30_P01029515	
29606	A_51_P224042	Ppil6
29607	ERCC-00031_101	
29608	A_66_P137171	Gm10747
29609	A_55_P2102181	
29610	A_51_P328442	Zfp423
29611	A_55_P1967483	
29612	A_55_P1958088	Lyn
29613	A_30_P01032799	
29614	A_66_P100440	Vezf1
29615	A_55_P2024903	
29616	A_55_P1955787	Trim6
29617	A_52_P298088	Itgb1bp2
29618	A_55_P1971194	Timm23
29619	A_55_P2026894	
29620	A_30_P01032135	
29621	A_51_P407683	Ints3
29622	A_55_P2063646	Krcc1
29623	ERCC-00147_344	
29624	A_55_P2138041	Gon4l
29625	A_30_P01033051	
29626	A_55_P2044843	
29627	A_30_P01028879	
29628	A_51_P116601	Cfap69
29629	A_30_P01030649	
29630	A_55_P2171463	Nptn
29631	A_30_P01029723	
29632	A_52_P296109	Cstf1
29633	A_51_P122425	Ctf1
29634	A_55_P1972989	H2-DMb1
29635	A_51_P473205	Vipr2
29636	A_30_P01021243	
29637	A_55_P2098845	Pp2d1
29638	A_66_P116360	
29639	A_30_P01018254	
29640	A_30_P01021322	
29641	A_55_P2182770	Gm10050
29642	A_51_P114456	Tceanc2
29643	ERCC-00028_121	
29644	A_30_P01029045	
29645	A_52_P979001	Gm732
29646	A_55_P2003532	Arl9
29647	A_30_P01021106	
29648	A_30_P01021434	
29649	A_30_P01025513	
29650	A_30_P01032518	
29651	A_55_P2101402	Zcchc16
29652	A_52_P547447	Sirt2
29653	A_55_P1984760	Klk1b16
29654	A_30_P01030197	
29655	A_55_P2007912	Gm20604
29656	A_55_P1977275	
29657	A_55_P2033321	
29658	A_55_P2002577	Ephx1
29659	A_30_P01024021	
29660	A_30_P01022075	
29661	A_51_P406365	Maf1
29662	A_55_P2080318	Dph3
29663	A_55_P2282176	4933434P08Rik
29664	3xSLv1	
29665	A_30_P01021061	
29666	A_55_P2024894	Vmn1r18
29667	A_55_P2076471	Mon1b
29668	A_30_P01028282	
29669	A_52_P468068	Tchh
29670	A_55_P2089507	
29671	A_55_P2158931	
29672	A_55_P2378030	4933439N14Rik
29673	A_55_P2071846	
29674	A_55_P2368607	Gm17751
29675	A_66_P115623	G630018N14Rik
29676	A_55_P2049582	Apbb3
29677	A_30_P01022867	
29678	A_30_P01031380	
29679	A_30_P01020089	
29680	A_51_P107782	Kdsr
29681	ETG10_236652	
29682	A_30_P01031461	
29683	A_55_P2192115	AW556556
29684	A_30_P01021924	
29685	A_55_P2155146	Klrc3
29686	A_30_P01030998	
29687	A_55_P2163485	
29688	A_55_P2386592	Cep63
29689	A_55_P2151666	
29690	A_30_P01020617	
29691	A_30_P01027796	
29692	A_55_P1994927	Rab3il1
29693	3xSLv1	
29694	A_55_P1970974	4930520O04Rik
29695	A_30_P01027987	
29696	A_51_P104939	Klra5
29697	A_30_P01029592	
29698	A_55_P2081193	
29699	A_55_P2046143	
29700	A_55_P2071513	
29701	A_55_P2162935	Ntn1
29702	A_55_P2112292	
29703	A_30_P01020829	
29704	A_30_P01027878	
29705	A_66_P132462	
29706	A_66_P128839	Gm13262
29707	A_55_P2086904	
29708	A_51_P116651	Dpt
29709	A_30_P01025907	
29710	A_30_P01020299	
29711	A_30_P01027167	
29712	A_30_P01030155	
29713	A_30_P01022908	
29714	A_30_P01032797	
29715	ERCC-00003_63	
29716	A_55_P2089545	
29717	A_30_P01025115	
29718	A_51_P340805	Zkscan4
29719	A_30_P01030748	
29720	A_30_P01024283	
29721	A_55_P2011101	Gsdmc3
29722	A_55_P1960601	Slc4a10
29723	A_55_P2225470	A230092J17Rik
29724	A_30_P01019011	
29725	A_52_P456653	Phf3
29726	A_51_P475138	Duox1
29727	A_55_P2079116	
29728	A_55_P1974114	
29729	A_51_P108252	Gpsm2
29730	A_30_P01029326	
29731	A_55_P2170034	Rgl1
29732	3xSLv1	
29733	A_66_P109276	
29734	A_55_P2095658	Ccdc8
29735	A_30_P01026284	
29736	A_30_P01023782	
29737	A_55_P2118520	Col1a1
29738	A_55_P2421835	4930517G19Rik
29739	A_30_P01027533	
29740	A_52_P432052	
29741	A_51_P126337	Fgf12
29742	A_55_P2159294	
29743	A_55_P2233951	
29744	A_30_P01032852	
29745	A_55_P1964309	Mlf2
29746	A_52_P93902	Alg5
29747	A_55_P2080451	
29748	A_30_P01023806	
29749	A_55_P2118391	Lrp6
29750	A_55_P2173947	Zar1l
29751	A_52_P652193	Sar1a
29752	A_51_P492037	Fam71e2
29753	A_55_P1988882	Sept9
29754	A_55_P2091506	Srp54c
29755	A_55_P1964533	Lrrc43
29756	A_30_P01033297	
29757	A_51_P106428	Nsmce4a
29758	A_51_P101006	Ak8
29759	A_55_P2163897	
29760	A_55_P2002522	Chst10
29761	A_51_P471911	Alkbh3os1
29762	A_30_P01022956	
29763	ETG10_13482	
29764	A_55_P2050273	Cct6b
29765	A_30_P01021932	
29766	A_66_P136364	
29767	A_52_P207635	Zfc3h1
29768	A_51_P354272	Cluh
29769	A_51_P100298	Stx3
29770	A_30_P01021241	
29771	ERCC-00044_175	
29772	A_55_P2018211	
29773	A_30_P01020650	
29774	A_30_P01020065	
29775	A_30_P01017803	
29776	A_30_P01019656	
29777	A_55_P2138901	Lrfn1
29778	A_51_P514405	Slc2a5
29779	A_66_P101755	Sp1
29780	A_55_P2024625	Gm1987
29781	A_30_P01022684	
29782	A_55_P2098930	Olfr1180
29783	A_55_P2174836	Vldlr
29784	A_52_P222725	Lims1
29785	A_30_P01019545	
29786	ERCC-00019_219	
29787	A_55_P2067505	Slc16a3
29788	A_30_P01017999	
29789	A_55_P1965664	
29790	A_66_P130067	1700054K19Rik
29791	A_55_P1954258	Zfp652
29792	A_30_P01022639	
29793	A_51_P234044	1190005I06Rik
29794	A_51_P295625	Arf4
29795	A_52_P374960	Ostn
29796	A_55_P1977066	Klk4
29797	A_55_P1996633	Lgsn
29798	A_30_P01032712	
29799	A_30_P01022735	
29800	A_30_P01019651	
29801	A_30_P01022265	
29802	A_30_P01022965	
29803	A_55_P2172956	Cnih2
29804	A_51_P322814	Hypm
29805	A_55_P2040322	
29806	A_51_P145260	Sall4
29807	A_55_P2061084	Wfikkn2
29808	A_65_P06029	Fam171b
29809	A_52_P337246	Isl1
29810	A_30_P01029992	
29811	A_52_P105509	Asah2
29812	A_51_P103975	Mpc2
29813	A_66_P127464	Zbed4
29814	A_55_P1998048	Gm20852
29815	A_30_P01024206	
29816	A_55_P2114704	Olfr816
29817	A_55_P2158102	Camp
29818	A_55_P2053516	Cacfd1
29819	A_30_P01020165	
29820	A_55_P2240161	Dlx4os
29821	A_55_P2138500	
29822	A_30_P01026222	
29823	A_55_P2003798	Olfr1364
29824	A_55_P2089488	Coq10b
29825	A_51_P104608	Rnase6
29826	A_55_P2010966	Zfp688
29827	A_30_P01027875	
29828	A_51_P377452	Ncf4
29829	A_52_P480088	Col27a1
29830	A_52_P83623	Rapgef6
29831	A_55_P2148531	Pithd1
29832	A_55_P2090728	4921511C20Rik
29833	A_30_P01027702	
29834	A_52_P195798	Atp5s
29835	A_55_P2045859	
29836	A_55_P2147542	Dnajc11
29837	A_51_P427674	Cpt1a
29838	A_55_P2135276	Mcoln3
29839	A_55_P2017677	Cap2
29840	A_52_P112591	
29841	A_55_P1957782	Olfr502
29842	A_55_P2017237	Olfr715
29843	A_30_P01025924	
29844	A_55_P2038852	Garem2
29845	A_55_P1995503	Gm5643
29846	A_55_P1961325	Tes
29847	A_55_P2032940	
29848	A_55_P2119488	
29849	A_55_P1996826	Cilp2
29850	A_30_P01019487	
29851	A_55_P2133248	
29852	A_55_P1974657	
29853	A_55_P2087087	Pecam1
29854	A_55_P2026218	Igsf8
29855	A_55_P2083511	Togaram2
29856	A_30_P01032729	
29857	A_30_P01027512	
29858	A_55_P2086265	Gm8580
29859	A_30_P01020234	
29860	A_55_P2080225	Plaa
29861	A_55_P2377311	AI428301
29862	A_52_P436522	Ddx59
29863	A_55_P2172807	
29864	A_30_P01030315	
29865	A_30_P01018511	
29866	A_51_P418560	Lnx2
29867	A_55_P2088711	Sgsm1
29868	A_55_P2208609	
29869	A_55_P2003236	D830025C05Rik
29870	A_30_P01031151	
29871	A_30_P01030800	
29872	A_55_P1968103	Pla2g2c
29873	A_55_P2023577	Txn2
29874	A_52_P484081	Ube2v1
29875	A_55_P2128263	Phf21a
29876	A_51_P127841	Pdss1
29877	A_30_P01029084	
29878	A_51_P152612	Nol7
29879	A_55_P1988766	
29880	A_51_P128775	Zfp84
29881	A_52_P639774	Gart
29882	A_51_P448447	Nupl2
29883	A_55_P2073905	
29884	A_55_P1952779	Dcp1b
29885	A_55_P2074972	Zswim6
29886	A_30_P01018108	
29887	A_55_P2179793	
29888	A_51_P129866	Atxn1l
29889	A_30_P01029621	
29890	A_55_P2001403	Gm5478
29891	A_55_P2098850	Gm10685
29892	A_52_P16931	Suv39h2
29893	A_52_P655136	Nlrc4
29894	A_30_P01020555	
29895	A_55_P1954653	Ccdc63
29896	A_51_P201721	Crtap
29897	A_55_P1969742	
29898	A_30_P01022076	
29899	A_51_P107433	Mrpl34
29900	A_55_P1962966	Nckap1
29901	A_30_P01033270	
29902	A_30_P01029430	
29903	A_51_P481569	Ddx42
29904	A_51_P308814	Toe1
29905	A_55_P1997525	Arpp21
29906	A_55_P2070913	Rpl14
29907	A_30_P01019359	
29908	A_55_P2088705	Sgsm1
29909	A_52_P205797	Vgll4
29910	A_51_P194658	Gk2
29911	A_52_P78931	D6Ertd527e
29912	A_66_P136801	Peg13
29913	A_55_P2182736	Limd2
29914	A_55_P2087448	Oprm1
29915	A_30_P01024520	
29916	A_55_P2174110	
29917	A_55_P2183924	Vmn2r17
29918	A_66_P140452	Map1a
29919	A_30_P01028473	
29920	A_51_P377390	Ndst2
29921	A_51_P122723	Grpel1
29922	A_51_P133638	3110021A11Rik
29923	A_30_P01033118	
29924	A_51_P271336	Wipf2
29925	A_55_P2155161	
29926	A_51_P254471	Birc2
29927	A_30_P01019815	
29928	ERCC-00048_92	
29929	A_55_P2076390	Tlr4
29930	A_51_P443443	5830417I10Rik
29931	A_30_P01032818	
29932	DCP_20_3	
29933	A_52_P392742	Qtrt2
29934	A_55_P1960033	Prune1
29935	A_55_P2017302	Gnb1l
29936	A_55_P2057489	
29937	A_55_P2130610	Smc3
29938	A_51_P119597	Ap3b1
29939	A_30_P01021161	
29940	A_30_P01022154	
