FeatureNum	ProbeName	GeneSymbol
3360	A_55_P2046432	Gnai2
3361	A_51_P126067	Cd2
3362	A_51_P418809	Airn
3363	A_30_P01021631	
3364	A_55_P2026119	Dlec1
3365	A_30_P01025112	
3366	A_51_P229886	Fpgt
3367	A_51_P208870	Zdhhc24
3368	A_52_P425004	A930017M01Rik
3369	A_55_P2104572	Tmem268
3370	A_30_P01019959	
3371	A_55_P2070164	
3372	A_30_P01031095	
3373	A_52_P925277	Bcl11b
3374	A_51_P126177	Map1lc3b
3375	A_30_P01025188	
3376	A_30_P01019729	
3377	A_55_P2176345	Psma5
3378	A_55_P2013873	Gm3718
3379	A_30_P01028932	
3380	A_55_P2033715	Olfr131
3381	A_30_P01026379	
3382	A_55_P2059502	Zkscan16
3383	A_55_P1985094	Wrap73
3384	A_55_P2122015	
3385	A_51_P100776	Zfp169
3386	A_51_P120717	Lmnb1
3387	A_55_P2094686	Smim10l1
3388	A_55_P2111860	Zc3h12c
3389	A_55_P2112345	F8a
3390	A_66_P124146	Ttc16
3391	A_51_P515623	Qpctl
3392	A_30_P01017500	
3393	A_55_P2165854	Gemin7
3394	A_51_P126302	Rbmx2
3395	A_30_P01017585	
3396	A_55_P2135351	Fam89b
3397	A_51_P383774	Gngt1
3398	A_30_P01018482	
3399	A_55_P2186051	
3400	A_55_P2103160	Olfr49
3401	A_52_P191975	Rtn3
3402	A_55_P2177968	Snrpd2
3403	A_55_P2156229	Cd3e
3404	A_66_P115392	Gm10579
3405	A_52_P259335	Fkbp15
3406	A_30_P01022825	
3407	A_55_P2068784	Colq
3408	A_30_P01029113	
3409	A_51_P115159	Fam162a
3410	A_30_P01031408	
3411	A_66_P119350	2310040G24Rik
3412	A_30_P01021225	
3413	A_51_P390715	Tgfb1
3414	A_55_P2312144	
3415	A_30_P01021197	
3416	A_55_P2147747	Maml3
3417	A_30_P01023246	
3418	A_30_P01031480	
3419	ERCC-00062_278	
3420	A_52_P675395	Ackr3
3421	A_55_P2054325	
3422	A_30_P01030628	
3423	A_30_P01019191	
3424	ERCC-00059_120	
3425	A_51_P491095	Gzf1
3426	A_51_P106397	Prkd3
3427	ETG07_105829	
3428	ERCC-00019_219	
3429	A_55_P2175590	Gm5486
3430	A_30_P01023680	
3431	A_30_P01017569	
3432	A_55_P2104382	
3433	A_55_P2055247	Chrm5
3434	A_55_P2027012	Serpinb8
3435	A_30_P01030898	
3436	A_51_P267239	Litaf
3437	A_30_P01018456	
3438	A_30_P01018934	
3439	A_55_P2007575	Ift74
3440	A_55_P2149269	Galt
3441	A_55_P2095683	Olfr665
3442	A_51_P155873	Ppp1r3g
3443	A_52_P589169	2010111I01Rik
3444	A_30_P01024014	
3445	A_30_P01022714	
3446	A_55_P2070976	
3447	A_55_P2114153	
3448	A_51_P375406	Rprd1a
3449	A_55_P1968963	
3450	A_55_P2179604	Vash1
3451	A_55_P2344598	E330037I15Rik
3452	A_55_P2090914	Tpst2
3453	A_66_P126254	Gdf7
3454	A_55_P1989885	Smarce1
3455	A_30_P01023967	
3456	A_51_P205215	Klhl30
3457	A_55_P1957163	1700034P13Rik
3458	A_51_P350403	Exoc4
3459	A_30_P01022731	
3460	A_55_P2137910	
3461	A_55_P2264762	4933407K13Rik
3462	A_30_P01033105	
3463	A_55_P1997424	Cwc22
3464	A_52_P185162	Slc26a3
3465	A_66_P131662	Olfr1273-ps
3466	A_30_P01031472	
3467	A_55_P2024933	Zfp706
3468	A_55_P1952324	
3469	A_55_P2131048	
3470	A_30_P01022229	
3471	A_51_P286737	Ccl2
3472	A_30_P01019817	
3473	A_51_P116616	Rbm14
3474	A_30_P01018067	
3475	A_30_P01032505	
3476	A_51_P335419	Csl
3477	A_51_P332003	Aste1
3478	A_55_P2171303	Bin3
3479	A_52_P196161	Sh3gl2
3480	A_51_P395842	Timm21
3481	A_52_P158438	1700041C23Rik
3482	A_55_P2073507	2610528J11Rik
3483	A_55_P2175494	Gm20492
3484	A_30_P01029928	
3485	A_30_P01018603	
3486	A_52_P262219	Fos
3487	A_30_P01026509	
3488	A_52_P236448	Ngfr
3489	A_55_P1975315	Crygs
3490	A_55_P2041961	Bmp2
3491	A_66_P117534	E030025P04Rik
3492	A_51_P394814	Svep1
3493	A_51_P121179	Erfe
3494	A_55_P2404878	Nup188
3495	A_30_P01017995	
3496	A_55_P2175145	LOC102638466
3497	A_30_P01028201	
3498	A_55_P2204779	AU019990
3499	A_51_P131942	Dph5
3500	A_30_P01028360	
3501	A_51_P122845	Naa50
3502	A_55_P2041894	
3503	A_55_P2155504	Lck
3504	A_55_P2000384	Pcnx3
3505	A_51_P521161	Caml
3506	A_55_P2056431	AA474408
3507	A_55_P1959879	Stx1b
3508	A_55_P2103603	Gm831
3509	A_51_P108862	Cops7a
3510	A_30_P01024086	
3511	A_55_P2062274	Rad23b
3512	A_51_P115178	Scara3
3513	A_52_P362828	Fat3
3514	A_55_P2018941	Fmr1
3515	A_52_P335508	Tiprl
3516	A_55_P2017487	
3517	ERCC-00054_84	
3518	A_52_P549166	Arsj
3519	A_51_P117130	Naga
3520	ERCC-00171_229	
3521	A_51_P324742	1700013G24Rik
3522	A_55_P1989891	
3523	A_30_P01026471	
3524	A_55_P2002567	Gm9234
3525	A_55_P2155843	
3526	A_55_P1955706	Spg7
3527	A_55_P2057686	Cdc42ep5
3528	ERCC-00099_60	
3529	A_66_P137439	Stard9
3530	A_51_P484832	Ppm1g
3531	A_55_P1988228	Aspm
3532	A_30_P01019859	
3533	A_51_P208922	Stc2
3534	A_30_P01030627	
3535	A_30_P01032517	
3536	A_30_P01031039	
3537	A_55_P2185900	Nrg4
3538	A_52_P410732	Cnot7
3539	A_51_P128696	Slc16a8
3540	A_30_P01022712	
3541	A_30_P01031136	
3542	ERCC-00003_63	
3543	A_55_P2138247	
3544	A_55_P2007026	Gm9112
3545	A_55_P2072373	Msn
3546	A_51_P254583	Foxred1
3547	A_30_P01017526	
3548	A_52_P676956	Tirap
3549	A_30_P01017864	
3550	ERCC-00018_67	
3551	A_30_P01018528	
3552	A_30_P01023008	
3553	A_30_P01031367	
3554	A_30_P01029112	
3555	A_52_P1831	Zfp60
3556	A_55_P2180916	
3557	A_55_P2177513	Chrna2
3558	A_51_P293901	Dhrs1
3559	A_30_P01027310	
3560	ERCC-00023_60	
3561	A_55_P2035376	Fbxw14
3562	A_52_P290511	Tstd2
3563	A_51_P206251	Ahcyl1
3564	A_55_P2094574	Rapgef6
3565	A_30_P01017753	
3566	A_55_P2070386	Nlrp4a
3567	A_55_P2034067	Myom3
3568	A_51_P110189	Ttyh2
3569	A_55_P2172036	Trim65
3570	A_52_P517174	Wdr66
3571	A_55_P2256148	Gm45914
3572	A_55_P2030802	Rpl3
3573	A_30_P01028283	
3574	A_52_P126055	Pon2
3575	A_30_P01019882	
3576	A_30_P01027571	
3577	A_52_P369581	Atm
3578	A_51_P126835	Arl14ep
3579	A_30_P01030395	
3580	A_51_P100573	Map3k3
3581	A_55_P1965681	
3582	A_30_P01027585	
3583	A_30_P01030168	
3584	A_30_P01024967	
3585	A_52_P269016	Nek9
3586	A_30_P01019476	
3587	A_51_P113906	Gkn2
3588	A_66_P118093	Gm14207
3589	A_55_P2274996	9530047P18Rik
3590	A_51_P120785	
3591	A_66_P120995	Htr2a
3592	A_51_P121390	Anapc11
3593	A_55_P2113857	Serpina1e
3594	A_55_P2043652	Zfp667
3595	(+)E1A_r60_3	
3596	A_55_P2042958	Rad50
3597	A_55_P2063598	Tomm5
3598	A_55_P2075200	Tor3a
3599	A_30_P01033594	
3600	A_55_P2182517	Gm45951
3601	A_30_P01031898	
3602	A_55_P1974567	Plch2
3603	A_52_P430304	Fam186b
3604	A_55_P2053958	Rabep2
3605	A_55_P2404867	Gm12670
3606	A_51_P127681	Clic4
3607	A_55_P2111100	Olfr550
3608	A_55_P2170335	Bmi1
3609	A_55_P1953382	Prl8a8
3610	A_55_P2111141	Sorcs1
3611	A_30_P01018649	
3612	ERCC-00083_214	
3613	A_30_P01029674	
3614	A_55_P2090577	Abat
3615	A_55_P2073930	Gm7759
3616	A_30_P01021507	
3617	3xSLv1	
3618	A_51_P351015	Lta
3619	A_55_P2160712	Pura
3620	A_55_P2143366	
3621	A_51_P376347	Hebp1
3622	A_55_P2302000	4930455J16Rik
3623	A_51_P384640	Mrpl10
3624	A_55_P2150013	
3625	A_51_P505823	Endod1
3626	A_52_P336768	
3627	A_30_P01026047	
3628	A_52_P89267	Gatsl2
3629	A_30_P01021683	
3630	A_55_P2091201	Thoc2
3631	A_55_P2118525	H60c
3632	A_55_P2040777	Lipo3
3633	A_51_P121275	Cenpo
3634	A_55_P2168441	Fam163b
3635	A_30_P01022492	
3636	A_55_P2159860	Zfp58
3637	A_65_P10174	
3638	A_30_P01025027	
3639	A_30_P01022289	
3640	A_52_P403246	B230217C12Rik
3641	A_55_P2181752	Apol7a
3642	3xSLv1	
3643	A_30_P01029413	
3644	A_30_P01022235	
3645	ERCC-00138_246	
3646	ERCC-00144_60	
3647	A_55_P1978122	Mutyh
3648	A_55_P2056325	Anxa3
3649	A_55_P2059164	H3f3b
3650	A_55_P2397599	B930025B16Rik
3651	A_30_P01020671	
3652	A_30_P01020142	
3653	A_30_P01025065	
3654	A_52_P367565	Mrps2
3655	A_55_P1956582	
3656	A_30_P01028382	
3657	A_52_P420608	Platr26
3658	A_51_P338262	Tnnt2
3659	A_30_P01026685	
3660	3xSLv1	
3661	A_51_P473734	H2-DMa
3662	A_55_P2136410	
3663	A_51_P131840	Cst12
3664	A_51_P254234	Chchd4
3665	A_30_P01022783	
3666	A_30_P01027131	
3667	A_30_P01019584	
3668	A_55_P2100194	LOC102634459
3669	A_30_P01017548	
3670	ERCC-00096_179	
3671	A_52_P843948	Gm9804
3672	A_30_P01032535	
3673	A_51_P116687	1700010I14Rik
3674	A_51_P115462	Speer6-ps1
3675	A_52_P17982	B3gat1
3676	ERCC-00084_121	
3677	A_55_P2122504	Zpr1
3678	A_30_P01028280	
3679	ERCC-00097_63	
3680	A_52_P252121	Nfs1
3681	A_30_P01024149	
3682	A_30_P01019539	
3683	A_51_P345367	Psmb8
3684	A_52_P244309	4930511M06Rik
3685	A_55_P2080048	
3686	A_55_P2043833	Srgap2
3687	ERCC-00051_60	
3688	A_52_P651248	Zdhhc2
3689	A_55_P2173682	Ptprz1
3690	A_51_P169516	Ppp1r3d
3691	A_55_P2143657	Gm9257
3692	A_30_P01019992	
3693	A_55_P2147654	Gm29692
3694	A_55_P2071402	Pde3a
3695	A_51_P112174	Ahi1
3696	A_55_P2128646	Gmnn
3697	A_55_P2165011	Fut10
3698	A_52_P438036	Lpar4
3699	A_30_P01030959	
3700	A_55_P1966271	Pdzd7
3701	A_55_P2236291	Plpp1
3702	A_66_P130650	
3703	A_55_P2219581	C76332
3704	A_55_P1964752	Slc23a3
3705	A_55_P2011163	BC061237
3706	A_55_P2002998	Olah
3707	A_51_P157524	E2f4
3708	A_30_P01027325	
3709	A_55_P2324182	C730002L08Rik
3710	A_55_P2040292	Cldn34b1
3711	A_30_P01024408	
3712	A_55_P2077831	A730013G03Rik
3713	A_55_P2219151	1700113A16Rik
3714	A_55_P1974660	
3715	A_51_P201137	Lbr
3716	A_55_P1961883	Uggt2
3717	A_51_P395899	
3718	A_55_P2431118	Itsn1
3719	A_30_P01029838	
3720	A_55_P2096450	AW554918
3721	A_52_P256955	Iqcj
3722	A_51_P123017	Gmcl1
3723	A_55_P1998942	Oas1a
3724	A_30_P01026989	
3725	A_55_P2028734	Klra16
3726	A_51_P103929	Met
3727	A_55_P2121165	Tmeff1
3728	A_55_P2165369	Pgghg
3729	A_52_P210338	Ndufb6
3730	A_52_P8251	
3731	3xSLv1	
3732	A_51_P135357	Sike1
3733	A_55_P2032187	
3734	A_55_P2124812	Olfr121
3735	A_55_P2047626	Cutal
3736	A_55_P2288825	Fcamr
3737	A_52_P354390	Snrpn
3738	A_66_P130276	
3739	A_66_P134412	Mettl25
3740	A_55_P2024215	Ctnnbl1
3741	A_51_P116007	Hdac2
3742	A_51_P112237	Angel1
3743	A_55_P2391499	4933415J04Rik
3744	ERCC-00007_60	
3745	A_52_P113830	1600025M17Rik
3746	A_55_P2038337	
3747	A_55_P2065919	Macrod2
3748	A_30_P01023039	
3749	ERCC-00035_90	
3750	A_51_P237865	Il4
3751	A_55_P2023612	Ikzf1
3752	A_51_P280158	Sf3b2
3753	A_55_P2060722	Uso1
3754	A_51_P271136	Vmn1r40
3755	A_66_P100442	Olfr1095
3756	A_55_P2141585	
3757	A_55_P2114158	
3758	A_66_P106275	Mutyh
3759	A_30_P01026207	
3760	A_30_P01019969	
3761	A_52_P130686	Olfr549
3762	A_55_P1978271	Saxo1
3763	A_55_P2099358	Cars
3764	A_51_P117477	Slc27a1
3765	A_51_P112355	Igtp
3766	A_55_P2131340	Churc1
3767	A_30_P01022946	
3768	A_55_P2082713	Olfr1101
3769	A_52_P624107	Gm5039
3770	A_51_P374726	Ptx3
3771	A_30_P01024255	
3772	ERCC-00134_68	
3773	A_52_P624149	Hsp90b1
3774	A_30_P01024508	
3775	A_51_P191520	Stard10
3776	A_52_P449629	Ankrd13c
3777	A_52_P216427	Nkx2-1
3778	A_30_P01028332	
3779	A_55_P2113853	
3780	A_30_P01020360	
3781	A_51_P423290	Mmrn1
3782	A_51_P511236	Pik3r1
3783	A_55_P1995205	Top2a
3784	A_52_P609868	Timd4
3785	A_55_P1976926	Tmem104
3786	A_55_P1985945	
3787	A_55_P2009196	Gm5441
3788	A_55_P2029176	Atr
3789	A_30_P01023026	
3790	A_55_P2247021	Izumo2
3791	A_52_P256757	Rhbdl1
3792	A_55_P2161200	
3793	A_52_P223571	Mlec
3794	A_51_P452153	Mzb1
3795	A_55_P1981461	5430410E06Rik
3796	A_51_P111462	Arl15
3797	A_30_P01024954	
3798	A_30_P01022603	
3799	A_51_P328932	Tmem165
3800	A_51_P106952	Rbm26
3801	A_51_P194525	Alx3
3802	A_52_P589664	Zfp846
3803	A_51_P237865	Il4
3804	A_51_P307964	Krt13
3805	A_55_P2156425	Upk1a
3806	A_55_P2095583	Tcp10b
3807	A_55_P2151303	Olfr772
3808	A_55_P2227735	5330411J11Rik
3809	A_55_P2058540	Tdgf1
3810	A_30_P01020067	
3811	A_52_P330395	Farp1
3812	A_30_P01019950	
3813	A_55_P2120662	Mob3b
3814	A_30_P01022208	
3815	A_52_P356228	Slc38a9
3816	A_30_P01019299	
3817	A_55_P1952793	Son
3818	A_51_P497563	Vps18
3819	ERCC-00039_95	
3820	A_51_P464576	Psen1
3821	A_30_P01030218	
3822	A_52_P614777	Sucnr1
3823	A_51_P115471	Apol8
3824	A_30_P01021995	
3825	A_55_P2115216	Gm5622
3826	A_30_P01027443	
3827	A_52_P288251	Tmem204
3828	A_55_P2057430	Lipn
3829	A_55_P2148243	Wdr12
3830	A_30_P01019614	
3831	A_55_P2071329	Rhog
3832	A_51_P136803	Kif9
3833	A_30_P01018419	
3834	A_55_P2178678	P2rx5
3835	A_51_P155085	Dennd2a
3836	A_52_P253748	Zbtb45
3837	A_30_P01020183	
3838	A_30_P01020941	
3839	A_30_P01031664	
3840	A_30_P01025271	
3841	A_51_P112734	Slc7a8
3842	A_51_P115471	Apol8
3843	A_51_P150876	Lypd3
3844	A_55_P2173188	Kank3
3845	A_55_P2080151	Hspa2
3846	(+)E1A_r60_a135	
3847	A_30_P01030466	
3848	A_55_P2114963	Exosc10
3849	A_55_P1956617	Olfr102
3850	A_55_P2044808	
3851	A_30_P01025650	
3852	A_55_P2105002	Pcna
3853	A_51_P108659	Pon1
3854	A_55_P1953533	Spon1
3855	A_30_P01020008	
3856	A_30_P01018518	
3857	A_30_P01025906	
3858	A_55_P2171863	Ube2t
3859	A_55_P2288690	1700066J03Rik
3860	A_55_P2168490	
3861	A_55_P2107302	Aurkaip1
3862	A_55_P2409088	BB163080
3863	ERCC-00039_95	
3864	A_55_P2031836	Gpr85
3865	A_51_P112734	Slc7a8
3866	A_52_P291083	Nobox
3867	A_51_P113722	Fbxl14
3868	A_30_P01024051	
3869	A_66_P131071	Sgcz
3870	A_30_P01018639	
3871	A_52_P359502	Pdxk
3872	A_30_P01024261	
3873	A_66_P131137	Gm9934
3874	A_55_P2051377	Ccdc88c
3875	A_52_P522372	Aard
3876	A_30_P01027057	
3877	A_51_P161463	Ccdc103
3878	A_30_P01024266	
3879	A_52_P580634	Rbm46
3880	A_51_P100852	Fam26f
3881	A_55_P2147291	
3882	A_55_P2016952	Gm5607
3883	A_30_P01031381	
3884	A_30_P01026245	
3885	A_55_P1952156	
3886	A_55_P1961414	
3887	A_66_P133148	Aoah
3888	A_51_P268529	Csad
3889	A_30_P01019888	
3890	A_52_P443334	Cd8a
3891	A_55_P2057926	Gm31526
3892	A_30_P01019478	
3893	A_55_P2386236	Ceacam2
3894	A_51_P265576	Rbm18
3895	A_55_P2034033	Il12rb1
3896	A_55_P2166858	
3897	A_55_P2170643	Kcna2
3898	A_55_P2075230	BC051226
3899	A_52_P421713	9930012K11Rik
3900	A_55_P1961799	
3901	A_52_P502838	Mgat5
3902	A_30_P01024855	
3903	A_55_P2056639	Bcar1
3904	A_55_P2182483	Cd47
3905	A_55_P1984253	Lncpint
3906	A_51_P116636	4933411K16Rik
3907	A_30_P01023839	
3908	A_55_P2030174	Ifna1
3909	A_30_P01031248	
3910	A_30_P01026735	
3911	A_55_P2039598	Rpl7a
3912	A_55_P2069322	
3913	A_51_P107053	Ubqln3
3914	A_55_P2008403	Coq9
3915	A_55_P2033735	Olfr731
3916	A_55_P2070799	Tyw1
3917	A_51_P450459	Ccdc74a
3918	A_55_P1954987	Slc10a1
3919	A_30_P01025644	
3920	A_55_P2094931	
3921	A_30_P01023199	
3922	A_51_P405638	
3923	A_30_P01028986	
3924	A_55_P1985464	
3925	A_51_P243667	Aox4
3926	A_51_P137336	Cdh1
3927	A_55_P2167294	Gm4466
3928	A_55_P2096587	
3929	A_66_P100325	1700016P04Rik
3930	A_51_P342189	A630091E08Rik
3931	A_52_P466799	Rngtt
3932	A_55_P1955457	Grb10
3933	A_55_P2021991	Zmym4
3934	A_52_P109270	P3h2
3935	A_52_P535623	Hook1
3936	A_55_P2172314	Scamp4
3937	A_30_P01028583	
3938	A_30_P01028619	
3939	A_30_P01031583	
3940	A_51_P113403	Slc26a11
3941	A_30_P01032739	
3942	A_30_P01027985	
3943	A_51_P100298	Stx3
3944	A_30_P01020890	
3945	A_55_P2006808	Ntrk3
3946	A_55_P2022021	Olfr312
3947	A_52_P6057	Chst2
3948	A_30_P01026777	
3949	A_51_P105380	2010005H15Rik
3950	A_51_P114456	Tceanc2
3951	A_55_P2087567	Olfr373
3952	ERCC-00134_68	
3953	A_55_P2178006	Cul4a
3954	A_55_P2045549	Dpy19l1
3955	A_55_P2029310	Arf4
3956	A_30_P01018913	
3957	A_66_P103316	Gm6521
3958	A_55_P2325568	1700060J05Rik
3959	A_55_P2029116	Pex11g
3960	A_55_P1965635	Setdb1
3961	A_51_P118168	Zbtb43
3962	A_30_P01021307	
3963	A_55_P1983868	
3964	A_30_P01020550	
3965	A_66_P136899	Nadk
3966	A_30_P01021441	
3967	A_55_P2082609	
3968	A_55_P2168118	4933406C10Rik
3969	A_55_P2192492	Slmap
3970	A_52_P346033	Trmt1l
3971	A_30_P01023379	
3972	A_55_P2078830	Gm5589
3973	A_51_P464738	Slc2a1
3974	A_66_P124681	Gxylt2
3975	A_55_P1965793	D3Ertd751e
3976	A_55_P2146229	
3977	A_30_P01020173	
3978	A_51_P451588	Plekhb1
3979	A_52_P447439	Prss43
3980	A_51_P114817	Ccna1
3981	A_55_P2021341	
3982	A_51_P144500	Sntb1
3983	A_55_P2024358	Rpl34
3984	A_55_P2073977	
3985	A_30_P01027119	
3986	A_55_P2160810	Foxd2
3987	A_66_P119869	Itln1
3988	A_55_P2083566	
3989	A_55_P2029842	Hnrnpa1
3990	A_55_P1976634	Olfr657
3991	A_30_P01019924	
3992	A_55_P2086664	Tspan33
3993	A_55_P2414909	4933411B09Rik
3994	A_55_P2013123	4930544G11Rik
3995	A_55_P2055869	Dvl2
3996	A_55_P2091985	Gpr157
3997	ERCC-00016_169	
3998	A_30_P01018625	
3999	A_30_P01020514	
4000	A_55_P1963443	Vps18
4001	A_66_P119420	Foxk1
4002	A_51_P127915	Rnasek
4003	A_30_P01032680	
4004	A_30_P01023454	
4005	A_30_P01026092	
4006	A_55_P2291185	5430435K18Rik
4007	A_55_P2048928	Cbfb
4008	ERCC-00002_129	
4009	A_30_P01029073	
4010	A_30_P01033068	
4011	A_55_P2176585	Donson
4012	A_55_P1974612	Zfp607b
4013	A_51_P411297	Nup50
4014	A_55_P2319020	BB557941
4015	A_55_P2012874	Cfap221
4016	A_55_P2042606	Pls1
4017	A_51_P515777	Zfp516
4018	A_30_P01031186	
4019	A_55_P2151466	Casc3
4020	A_66_P121933	Klra8
4021	A_51_P110471	Ddah1
4022	A_55_P2096355	Ank2
4023	A_30_P01020624	
4024	A_55_P2145159	Six3os1
4025	A_52_P38627	Egf
4026	A_55_P2254769	4931402G19Rik
4027	A_66_P112532	Olfr292
4028	A_55_P2180884	Psmd10
4029	A_55_P2154943	Gm30948
4030	ERCC-00014_76	
4031	ERCC-00075_180	
4032	A_55_P2184429	Nfatc3
4033	A_55_P2026233	Uba7
4034	A_55_P2067518	Slc13a3
4035	A_51_P384091	Rad21
4036	A_30_P01020364	
4037	A_55_P2139881	
4038	A_55_P1978735	Slx4ip
4039	A_51_P384402	Dll4
4040	A_55_P2176894	
4041	A_55_P2081829	Rps4x
4042	A_52_P154741	Lgals6
4043	A_30_P01026074	
4044	A_30_P01018660	
4045	A_55_P1982962	
4046	A_55_P2113954	Olfr1394
4047	A_55_P2151121	Sgcz
4048	A_55_P2030135	Rbm39
4049	A_30_P01021175	
4050	A_52_P270158	Spata31d1a
4051	A_55_P2274961	2610027F03Rik
4052	A_55_P1974700	Psd2
4053	A_30_P01027384	
4054	ERCC-00051_60	
4055	A_51_P124345	Cpne5
4056	A_30_P01021575	
4057	A_55_P2139207	Ccdc142
4058	A_55_P1957424	Sulf1
4059	A_55_P2368271	Rnf217
4060	A_51_P418339	Nudcd2
4061	A_55_P2051270	Tctex1d1
4062	A_55_P2023101	
4063	A_30_P01022234	
4064	A_30_P01025701	
4065	A_30_P01031684	
4066	A_52_P319726	Cdc14a
4067	A_30_P01024269	
4068	A_51_P124606	Nat2
4069	A_55_P2000658	Gm15645
4070	A_30_P01029901	
4071	A_55_P2065099	1110025L11Rik
4072	ERCC-00033_60	
4073	ERCC-00144_60	
4074	A_30_P01021264	
4075	A_30_P01027278	
4076	A_66_P132840	9430077A04Rik
4077	A_55_P2362645	4930568G15Rik
4078	A_55_P2355041	BB217526
4079	A_55_P2159432	Fndc4
4080	A_30_P01021660	
4081	A_55_P1988259	Gng5
4082	A_55_P2118881	4930579K19Rik
4083	A_51_P169032	2810004N23Rik
4084	A_55_P1983688	1700012B07Rik
4085	A_52_P313102	Yipf7
4086	A_30_P01023929	
4087	A_30_P01021416	
4088	ERCC-00061_161	
4089	A_55_P2270437	4930528J11Rik
4090	A_51_P149455	Acadl
4091	A_52_P253915	Cds2
4092	A_51_P455866	Elf5
4093	A_55_P2117081	
4094	A_30_P01033301	
4095	A_30_P01021419	
4096	A_55_P1989936	Gm3561
4097	A_55_P2005621	Olfr676
4098	A_30_P01033174	
4099	A_51_P502437	Cacna2d3
4100	A_52_P557179	Olfr968
4101	A_30_P01024603	
4102	A_55_P2183404	Ptn
4103	A_55_P1997275	Xpnpep1
4104	A_55_P2069714	Sqstm1
4105	A_55_P1977761	Ttc14
4106	ERCC-00048_92	
4107	A_51_P313157	Arhgef5
4108	A_55_P2171158	Hmgn1
4109	A_51_P115817	Ralgps2
4110	A_30_P01027289	
4111	A_51_P296100	Rhot2
4112	A_52_P127459	Caprin1
4113	A_30_P01024506	
4114	A_51_P263246	Dusp8
4115	A_55_P2109454	Gtf3c5
4116	ERCC-00144_60	
4117	(+)E1A_r60_a22	
4118	A_55_P2069550	
4119	A_30_P01025979	
4120	A_30_P01023738	
4121	A_51_P114878	Ikbkap
4122	A_51_P462391	Gdap1
4123	A_52_P62011	Umad1
4124	A_55_P2035272	L3mbtl4
4125	A_30_P01028465	
4126	A_30_P01033078	
4127	A_55_P2014457	
4128	A_30_P01027536	
4129	A_30_P01031658	
4130	A_55_P2376467	4930502C17Rik
4131	A_30_P01023924	
4132	A_55_P2032553	9430024F10Rik
4133	ERCC-00095_63	
4134	A_30_P01030673	
4135	A_30_P01024088	
4136	A_55_P2113310	
4137	A_51_P389988	Slc40a1
4138	A_51_P143023	Rab11fip2
4139	A_51_P392861	Med25
4140	A_55_P2419961	Ptpn4
4141	A_55_P2179805	Syngr4
4142	A_55_P2403144	4930548J01Rik
4143	A_30_P01022642	
4144	A_30_P01024634	
4145	A_30_P01022182	
4146	A_55_P2122096	
4147	A_55_P2170045	
4148	A_55_P2047003	Bhlhe23
4149	A_30_P01020934	
4150	A_55_P2052913	
4151	A_51_P110395	Setd2
4152	A_30_P01019247	
4153	A_51_P122033	Olfr154
4154	A_55_P2065577	6430503K07Rik
4155	A_30_P01033387	
4156	A_55_P1979743	
4157	A_30_P01022577	
4158	A_55_P2002632	Rap1b
4159	A_55_P2080431	4930570E03Rik
4160	A_30_P01030899	
4161	A_55_P2138961	Tpk1
4162	A_55_P2106039	Map3k6
4163	A_30_P01018552	
4164	A_30_P01022103	
4165	A_55_P2066460	Scgb2b21
4166	A_55_P2184877	
4167	A_51_P123494	Ttll5
4168	A_30_P01020560	
4169	A_55_P2141013	Siglech
4170	A_65_P13545	Ints10
4171	A_51_P273326	Sec31a
4172	A_66_P134457	Sntg1
4173	A_55_P2016700	
4174	A_55_P2040815	Lrrc45
4175	A_55_P2394624	4930488N15Rik
4176	A_51_P384318	C1ra
4177	A_55_P2170454	Gsta2
4178	A_30_P01018642	
4179	A_55_P2133716	Tax1bp3
4180	A_30_P01017599	
4181	A_55_P1971804	Hdac10
4182	A_51_P469968	H2-M3
4183	A_55_P1972758	0610037L13Rik
4184	A_51_P107782	Kdsr
4185	A_30_P01031694	
4186	A_55_P2119219	
4187	A_55_P2147803	Madcam1
4188	ERCC-00025_93	
4189	A_51_P114634	Amz1
4190	A_30_P01030913	
4191	A_55_P2062108	Apold1
4192	A_55_P2049612	Ube2a
4193	A_55_P2059931	Prom1
4194	A_51_P108741	4931409K22Rik
4195	A_55_P2105512	Nop56
4196	A_51_P109171	Os9
4197	A_55_P1974892	Zbtb18
4198	A_30_P01024265	
4199	A_30_P01027968	
4200	A_55_P2049717	Agrp
4201	A_51_P132718	2310010J17Rik
4202	A_55_P1971674	Golga7b
4203	A_30_P01022001	
4204	A_55_P1985984	Actg1
4205	A_55_P2012599	
4206	A_30_P01018507	
4207	A_55_P2011802	Pdk2
4208	A_55_P2213348	5330421C15Rik
4209	A_30_P01027302	
4210	A_55_P1960411	Lrrc23
4211	A_30_P01019195	
4212	A_55_P1991104	Gm10910
4213	A_30_P01020137	
4214	A_30_P01032765	
4215	3xSLv1	
4216	A_30_P01025969	
4217	A_51_P227594	Vmn1r27
4218	ERCC-00104_60	
4219	A_30_P01030081	
4220	A_51_P110888	Pck2
4221	A_55_P2174611	
4222	A_55_P1957453	Best3
4223	A_30_P01029308	
4224	A_55_P1954302	Esrrb
4225	A_51_P430563	Mtpn
4226	A_51_P323531	Fam71e1
4227	A_30_P01031007	
4228	A_51_P153693	Utp14b
4229	A_55_P2055142	Hormad2
4230	A_51_P123655	Kera
4231	A_51_P195506	Csf1
4232	A_55_P2136757	Tomm34
4233	A_55_P2073243	
4234	A_55_P2094641	Kcnq1
