Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu05202:Transcriptional misregulation in cancer	2	15.384615384615385	0.06299805352535864	ELANE, MYC	4	165	7691	23.30606060606061	0.8974543464361106	0.8974543464361106	43.80625305153389
